index,role_noun,role_noun_gender,role_noun_original_gender,role_noun_is_substituted,role_noun_set,sentence,sentence_format,task_wording,prompt_text
21,businessperson,neutral,neutral,False,"['businessperson', 'businessman', 'businesswoman']","I remember feeling like there weren’t a lot of choices beyond titles like businessperson, teacher, writer, doctor.","I remember feeling like there weren’t a lot of choices beyond titles like [ROLE NOUN], teacher, writer, doctor.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I remember feeling like there weren’t a lot of choices beyond titles like businessperson, teacher, writer, doctor."
22,businessman,masculine,neutral,True,"['businessperson', 'businessman', 'businesswoman']","I remember feeling like there weren’t a lot of choices beyond titles like businessman, teacher, writer, doctor.","I remember feeling like there weren’t a lot of choices beyond titles like [ROLE NOUN], teacher, writer, doctor.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I remember feeling like there weren’t a lot of choices beyond titles like businessman, teacher, writer, doctor."
23,businesswoman,feminine,neutral,True,"['businessperson', 'businessman', 'businesswoman']","I remember feeling like there weren’t a lot of choices beyond titles like businesswoman, teacher, writer, doctor.","I remember feeling like there weren’t a lot of choices beyond titles like [ROLE NOUN], teacher, writer, doctor.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I remember feeling like there weren’t a lot of choices beyond titles like businesswoman, teacher, writer, doctor."
24,businessperson,neutral,neutral,False,"['businessperson', 'businessman', 'businesswoman']","And as a result, I saw an increase in my business – but I also gained confidence as a businessperson and artist!”","And as a result, I saw an increase in my business – but I also gained confidence as a [ROLE NOUN] and artist!”",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: And as a result, I saw an increase in my business – but I also gained confidence as a businessperson and artist!”"
25,businessman,masculine,neutral,True,"['businessperson', 'businessman', 'businesswoman']","And as a result, I saw an increase in my business – but I also gained confidence as a businessman and artist!”","And as a result, I saw an increase in my business – but I also gained confidence as a [ROLE NOUN] and artist!”",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: And as a result, I saw an increase in my business – but I also gained confidence as a businessman and artist!”"
26,businesswoman,feminine,neutral,True,"['businessperson', 'businessman', 'businesswoman']","And as a result, I saw an increase in my business – but I also gained confidence as a businesswoman and artist!”","And as a result, I saw an increase in my business – but I also gained confidence as a [ROLE NOUN] and artist!”",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: And as a result, I saw an increase in my business – but I also gained confidence as a businesswoman and artist!”"
27,businessperson,neutral,neutral,False,"['businessperson', 'businessman', 'businesswoman']","I am a skilled presenter, negotiator, and businessperson, and adept at forging solid relationships.","I am a skilled presenter, negotiator, and [ROLE NOUN], and adept at forging solid relationships.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am a skilled presenter, negotiator, and businessperson, and adept at forging solid relationships."
28,businessman,masculine,neutral,True,"['businessperson', 'businessman', 'businesswoman']","I am a skilled presenter, negotiator, and businessman, and adept at forging solid relationships.","I am a skilled presenter, negotiator, and [ROLE NOUN], and adept at forging solid relationships.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am a skilled presenter, negotiator, and businessman, and adept at forging solid relationships."
29,businesswoman,feminine,neutral,True,"['businessperson', 'businessman', 'businesswoman']","I am a skilled presenter, negotiator, and businesswoman, and adept at forging solid relationships.","I am a skilled presenter, negotiator, and [ROLE NOUN], and adept at forging solid relationships.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am a skilled presenter, negotiator, and businesswoman, and adept at forging solid relationships."
30,businessperson,neutral,masculine,True,"['businessperson', 'businessman', 'businesswoman']",But because my knowledge was limited and a place to work in the creative field was hard to find in my town I started an apprenticeship as a businessperson in retail a few years later.,But because my knowledge was limited and a place to work in the creative field was hard to find in my town I started an apprenticeship as a [ROLE NOUN] in retail a few years later.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: But because my knowledge was limited and a place to work in the creative field was hard to find in my town I started an apprenticeship as a businessperson in retail a few years later.
31,businessman,masculine,masculine,False,"['businessperson', 'businessman', 'businesswoman']",But because my knowledge was limited and a place to work in the creative field was hard to find in my town I started an apprenticeship as a businessman in retail a few years later.,But because my knowledge was limited and a place to work in the creative field was hard to find in my town I started an apprenticeship as a [ROLE NOUN] in retail a few years later.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: But because my knowledge was limited and a place to work in the creative field was hard to find in my town I started an apprenticeship as a businessman in retail a few years later.
32,businesswoman,feminine,masculine,True,"['businessperson', 'businessman', 'businesswoman']",But because my knowledge was limited and a place to work in the creative field was hard to find in my town I started an apprenticeship as a businesswoman in retail a few years later.,But because my knowledge was limited and a place to work in the creative field was hard to find in my town I started an apprenticeship as a [ROLE NOUN] in retail a few years later.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: But because my knowledge was limited and a place to work in the creative field was hard to find in my town I started an apprenticeship as a businesswoman in retail a few years later.
33,businessperson,neutral,masculine,True,"['businessperson', 'businessman', 'businesswoman']",I am a businessperson who yearns for adventure and seeks thrills in everything I do.,I am a [ROLE NOUN] who yearns for adventure and seeks thrills in everything I do.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am a businessperson who yearns for adventure and seeks thrills in everything I do.
34,businessman,masculine,masculine,False,"['businessperson', 'businessman', 'businesswoman']",I am a businessman who yearns for adventure and seeks thrills in everything I do.,I am a [ROLE NOUN] who yearns for adventure and seeks thrills in everything I do.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am a businessman who yearns for adventure and seeks thrills in everything I do.
35,businesswoman,feminine,masculine,True,"['businessperson', 'businessman', 'businesswoman']",I am a businesswoman who yearns for adventure and seeks thrills in everything I do.,I am a [ROLE NOUN] who yearns for adventure and seeks thrills in everything I do.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am a businesswoman who yearns for adventure and seeks thrills in everything I do.
36,businessperson,neutral,masculine,True,"['businessperson', 'businessman', 'businesswoman']",I've been a small businessperson for many years.,I've been a small [ROLE NOUN] for many years.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I've been a small businessperson for many years.
37,businessman,masculine,masculine,False,"['businessperson', 'businessman', 'businesswoman']",I've been a small businessman for many years.,I've been a small [ROLE NOUN] for many years.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I've been a small businessman for many years.
38,businesswoman,feminine,masculine,True,"['businessperson', 'businessman', 'businesswoman']",I've been a small businesswoman for many years.,I've been a small [ROLE NOUN] for many years.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I've been a small businesswoman for many years.
39,businessperson,neutral,masculine,True,"['businessperson', 'businessman', 'businesswoman']","My philosophy as a mortgage loan originator and a businessperson is very straightforward: I believe that if you help people, and put yourself in their shoes, then your business will take care of itself.","My philosophy as a mortgage loan originator and a [ROLE NOUN] is very straightforward: I believe that if you help people, and put yourself in their shoes, then your business will take care of itself.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: My philosophy as a mortgage loan originator and a businessperson is very straightforward: I believe that if you help people, and put yourself in their shoes, then your business will take care of itself."
40,businessman,masculine,masculine,False,"['businessperson', 'businessman', 'businesswoman']","My philosophy as a mortgage loan originator and a businessman is very straightforward: I believe that if you help people, and put yourself in their shoes, then your business will take care of itself.","My philosophy as a mortgage loan originator and a [ROLE NOUN] is very straightforward: I believe that if you help people, and put yourself in their shoes, then your business will take care of itself.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: My philosophy as a mortgage loan originator and a businessman is very straightforward: I believe that if you help people, and put yourself in their shoes, then your business will take care of itself."
41,businesswoman,feminine,masculine,True,"['businessperson', 'businessman', 'businesswoman']","My philosophy as a mortgage loan originator and a businesswoman is very straightforward: I believe that if you help people, and put yourself in their shoes, then your business will take care of itself.","My philosophy as a mortgage loan originator and a [ROLE NOUN] is very straightforward: I believe that if you help people, and put yourself in their shoes, then your business will take care of itself.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: My philosophy as a mortgage loan originator and a businesswoman is very straightforward: I believe that if you help people, and put yourself in their shoes, then your business will take care of itself."
42,businessperson,neutral,masculine,True,"['businessperson', 'businessman', 'businesswoman']","Overnight, I turned into a businessperson, selling a cool product to people I didn’t even know.","Overnight, I turned into a [ROLE NOUN], selling a cool product to people I didn’t even know.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: Overnight, I turned into a businessperson, selling a cool product to people I didn’t even know."
43,businessman,masculine,masculine,False,"['businessperson', 'businessman', 'businesswoman']","Overnight, I turned into a businessman, selling a cool product to people I didn’t even know.","Overnight, I turned into a [ROLE NOUN], selling a cool product to people I didn’t even know.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: Overnight, I turned into a businessman, selling a cool product to people I didn’t even know."
44,businesswoman,feminine,masculine,True,"['businessperson', 'businessman', 'businesswoman']","Overnight, I turned into a businesswoman, selling a cool product to people I didn’t even know.","Overnight, I turned into a [ROLE NOUN], selling a cool product to people I didn’t even know.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: Overnight, I turned into a businesswoman, selling a cool product to people I didn’t even know."
45,businessperson,neutral,masculine,True,"['businessperson', 'businessman', 'businesswoman']","Unfortunately, I discovered that as a result of setting up the business, I was… as it happens… a terrible businessperson.","Unfortunately, I discovered that as a result of setting up the business, I was… as it happens… a terrible [ROLE NOUN].",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: Unfortunately, I discovered that as a result of setting up the business, I was… as it happens… a terrible businessperson."
46,businessman,masculine,masculine,False,"['businessperson', 'businessman', 'businesswoman']","Unfortunately, I discovered that as a result of setting up the business, I was… as it happens… a terrible businessman.","Unfortunately, I discovered that as a result of setting up the business, I was… as it happens… a terrible [ROLE NOUN].",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: Unfortunately, I discovered that as a result of setting up the business, I was… as it happens… a terrible businessman."
47,businesswoman,feminine,masculine,True,"['businessperson', 'businessman', 'businesswoman']","Unfortunately, I discovered that as a result of setting up the business, I was… as it happens… a terrible businesswoman.","Unfortunately, I discovered that as a result of setting up the business, I was… as it happens… a terrible [ROLE NOUN].",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: Unfortunately, I discovered that as a result of setting up the business, I was… as it happens… a terrible businesswoman."
48,businessperson,neutral,masculine,True,"['businessperson', 'businessman', 'businesswoman']","Having worked in this field for several years, I have established myself as a reliable businessperson.","Having worked in this field for several years, I have established myself as a reliable [ROLE NOUN].",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: Having worked in this field for several years, I have established myself as a reliable businessperson."
49,businessman,masculine,masculine,False,"['businessperson', 'businessman', 'businesswoman']","Having worked in this field for several years, I have established myself as a reliable businessman.","Having worked in this field for several years, I have established myself as a reliable [ROLE NOUN].",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: Having worked in this field for several years, I have established myself as a reliable businessman."
50,businesswoman,feminine,masculine,True,"['businessperson', 'businessman', 'businesswoman']","Having worked in this field for several years, I have established myself as a reliable businesswoman.","Having worked in this field for several years, I have established myself as a reliable [ROLE NOUN].",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: Having worked in this field for several years, I have established myself as a reliable businesswoman."
51,businessperson,neutral,masculine,True,"['businessperson', 'businessman', 'businesswoman']",As an attorney and a businessperson I have key insight to aspects of business not available to many attorneys.,As an attorney and a [ROLE NOUN] I have key insight to aspects of business not available to many attorneys.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: As an attorney and a businessperson I have key insight to aspects of business not available to many attorneys.
52,businessman,masculine,masculine,False,"['businessperson', 'businessman', 'businesswoman']",As an attorney and a businessman I have key insight to aspects of business not available to many attorneys.,As an attorney and a [ROLE NOUN] I have key insight to aspects of business not available to many attorneys.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: As an attorney and a businessman I have key insight to aspects of business not available to many attorneys.
53,businesswoman,feminine,masculine,True,"['businessperson', 'businessman', 'businesswoman']",As an attorney and a businesswoman I have key insight to aspects of business not available to many attorneys.,As an attorney and a [ROLE NOUN] I have key insight to aspects of business not available to many attorneys.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: As an attorney and a businesswoman I have key insight to aspects of business not available to many attorneys.
54,businessperson,neutral,masculine,True,"['businessperson', 'businessman', 'businesswoman']","Nonetheless, I was delightfully surprised that my family was not shocked, but they quickly shared that they always knew I was born to be a businessperson and ultimately felt I was cut from the cloth of an entrepreneur.","Nonetheless, I was delightfully surprised that my family was not shocked, but they quickly shared that they always knew I was born to be a [ROLE NOUN] and ultimately felt I was cut from the cloth of an entrepreneur.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: Nonetheless, I was delightfully surprised that my family was not shocked, but they quickly shared that they always knew I was born to be a businessperson and ultimately felt I was cut from the cloth of an entrepreneur."
55,businessman,masculine,masculine,False,"['businessperson', 'businessman', 'businesswoman']","Nonetheless, I was delightfully surprised that my family was not shocked, but they quickly shared that they always knew I was born to be a businessman and ultimately felt I was cut from the cloth of an entrepreneur.","Nonetheless, I was delightfully surprised that my family was not shocked, but they quickly shared that they always knew I was born to be a [ROLE NOUN] and ultimately felt I was cut from the cloth of an entrepreneur.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: Nonetheless, I was delightfully surprised that my family was not shocked, but they quickly shared that they always knew I was born to be a businessman and ultimately felt I was cut from the cloth of an entrepreneur."
56,businesswoman,feminine,masculine,True,"['businessperson', 'businessman', 'businesswoman']","Nonetheless, I was delightfully surprised that my family was not shocked, but they quickly shared that they always knew I was born to be a businesswoman and ultimately felt I was cut from the cloth of an entrepreneur.","Nonetheless, I was delightfully surprised that my family was not shocked, but they quickly shared that they always knew I was born to be a [ROLE NOUN] and ultimately felt I was cut from the cloth of an entrepreneur.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: Nonetheless, I was delightfully surprised that my family was not shocked, but they quickly shared that they always knew I was born to be a businesswoman and ultimately felt I was cut from the cloth of an entrepreneur."
57,businessperson,neutral,masculine,True,"['businessperson', 'businessman', 'businesswoman']",I’m a retired businessperson who enjoys sharing what I’ve learned from a lifetime of experience about what works.,I’m a retired [ROLE NOUN] who enjoys sharing what I’ve learned from a lifetime of experience about what works.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I’m a retired businessperson who enjoys sharing what I’ve learned from a lifetime of experience about what works.
58,businessman,masculine,masculine,False,"['businessperson', 'businessman', 'businesswoman']",I’m a retired businessman who enjoys sharing what I’ve learned from a lifetime of experience about what works.,I’m a retired [ROLE NOUN] who enjoys sharing what I’ve learned from a lifetime of experience about what works.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I’m a retired businessman who enjoys sharing what I’ve learned from a lifetime of experience about what works.
59,businesswoman,feminine,masculine,True,"['businessperson', 'businessman', 'businesswoman']",I’m a retired businesswoman who enjoys sharing what I’ve learned from a lifetime of experience about what works.,I’m a retired [ROLE NOUN] who enjoys sharing what I’ve learned from a lifetime of experience about what works.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I’m a retired businesswoman who enjoys sharing what I’ve learned from a lifetime of experience about what works.
60,businessperson,neutral,feminine,True,"['businessperson', 'businessman', 'businesswoman']",I have been a businessperson for the past 20 years.,I have been a [ROLE NOUN] for the past 20 years.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I have been a businessperson for the past 20 years.
61,businessman,masculine,feminine,True,"['businessperson', 'businessman', 'businesswoman']",I have been a businessman for the past 20 years.,I have been a [ROLE NOUN] for the past 20 years.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I have been a businessman for the past 20 years.
62,businesswoman,feminine,feminine,False,"['businessperson', 'businessman', 'businesswoman']",I have been a businesswoman for the past 20 years.,I have been a [ROLE NOUN] for the past 20 years.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I have been a businesswoman for the past 20 years.
63,businessperson,neutral,feminine,True,"['businessperson', 'businessman', 'businesswoman']",That's why creating this company was going to be my foundation for a new chapter in my career as a businessperson and I knew I wasn't going to give up on my dream once I started!,That's why creating this company was going to be my foundation for a new chapter in my career as a [ROLE NOUN] and I knew I wasn't going to give up on my dream once I started!,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: That's why creating this company was going to be my foundation for a new chapter in my career as a businessperson and I knew I wasn't going to give up on my dream once I started!
64,businessman,masculine,feminine,True,"['businessperson', 'businessman', 'businesswoman']",That's why creating this company was going to be my foundation for a new chapter in my career as a businessman and I knew I wasn't going to give up on my dream once I started!,That's why creating this company was going to be my foundation for a new chapter in my career as a [ROLE NOUN] and I knew I wasn't going to give up on my dream once I started!,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: That's why creating this company was going to be my foundation for a new chapter in my career as a businessman and I knew I wasn't going to give up on my dream once I started!
65,businesswoman,feminine,feminine,False,"['businessperson', 'businessman', 'businesswoman']",That's why creating this company was going to be my foundation for a new chapter in my career as a businesswoman and I knew I wasn't going to give up on my dream once I started!,That's why creating this company was going to be my foundation for a new chapter in my career as a [ROLE NOUN] and I knew I wasn't going to give up on my dream once I started!,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: That's why creating this company was going to be my foundation for a new chapter in my career as a businesswoman and I knew I wasn't going to give up on my dream once I started!
66,businessperson,neutral,feminine,True,"['businessperson', 'businessman', 'businesswoman']",My goal is to become a successful model and a fierce businessperson in the future.,My goal is to become a successful model and a fierce [ROLE NOUN] in the future.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: My goal is to become a successful model and a fierce businessperson in the future.
67,businessman,masculine,feminine,True,"['businessperson', 'businessman', 'businesswoman']",My goal is to become a successful model and a fierce businessman in the future.,My goal is to become a successful model and a fierce [ROLE NOUN] in the future.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: My goal is to become a successful model and a fierce businessman in the future.
68,businesswoman,feminine,feminine,False,"['businessperson', 'businessman', 'businesswoman']",My goal is to become a successful model and a fierce businesswoman in the future.,My goal is to become a successful model and a fierce [ROLE NOUN] in the future.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: My goal is to become a successful model and a fierce businesswoman in the future.
69,businessperson,neutral,feminine,True,"['businessperson', 'businessman', 'businesswoman']","Now, I am an enormously successful businessperson and I help other women achieve their own success by treating them as a certified hypnotherapist myself.","Now, I am an enormously successful [ROLE NOUN] and I help other women achieve their own success by treating them as a certified hypnotherapist myself.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: Now, I am an enormously successful businessperson and I help other women achieve their own success by treating them as a certified hypnotherapist myself."
70,businessman,masculine,feminine,True,"['businessperson', 'businessman', 'businesswoman']","Now, I am an enormously successful businessman and I help other women achieve their own success by treating them as a certified hypnotherapist myself.","Now, I am an enormously successful [ROLE NOUN] and I help other women achieve their own success by treating them as a certified hypnotherapist myself.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: Now, I am an enormously successful businessman and I help other women achieve their own success by treating them as a certified hypnotherapist myself."
