index,Unnamed: 0,file_number,hostname,sentence,roles_data,filtered_roles_data,n_roles,perspective,contains_quotes,sentence_length,gender,role_noun_set,role_noun
1458,1335124,3,positivepurpose.co.za,I have been a businesswoman for the last 25 years.,"[('businesswoman', 14, 27)]","[('businesswoman', 14, 27)]",1,COMPLETE_FIRST,0,11,feminine,businessperson,businesswoman
4533,4280922,10,avroyshlainkzn.co.za,I am an independent businesswoman who has gained self-confidence and is enjoying an exciting career.,"[('businesswoman', 20, 33)]","[('businesswoman', 20, 33)]",1,COMPLETE_FIRST,0,18,feminine,businessperson,businesswoman
2724,2538213,6,www.pibscam.com,My television broadcast career began as trainee racks and camera operator for Black& White Outside Broadcast.,"[('operator', 65, 73), ('camera operator', 58, 73), ('racks', 48, 53)]","[('camera operator', 58, 73)]",1,COMPLETE_FIRST,0,18,neutral,camera operator,camera operator
1671,1552268,3,www.jamesswift.net,"For over ten years I worked consistently as a camera operator on TV drama, features and commercials.","[('operator', 53, 61), ('camera operator', 46, 61)]","[('camera operator', 46, 61)]",1,COMPLETE_FIRST,0,19,neutral,camera operator,camera operator
5743,5446118,13,www.cecillee.com,I have had short stints in publishing and print production before becoming a television studio camera operator.,"[('studio camera operator', 88, 110), ('operator', 102, 110), ('camera operator', 95, 110)]","[('camera operator', 95, 110)]",1,COMPLETE_FIRST,0,18,neutral,camera operator,camera operator
2267,2108811,5,www.longthrow.com,Currently I’m a freelance video contract camera operator and editor for the federal government.,"[('operator', 48, 56), ('camera operator', 41, 56), ('editor', 61, 67)]","[('camera operator', 41, 56)]",1,COMPLETE_FIRST,0,16,neutral,camera operator,camera operator
3049,2841058,7,novosad.co.uk,May 2015 – June 2016: THE MINE – Freelance Camera Operator and Video Editor.,"[('operator', 50, 58), ('camera operator', 43, 58), ('video editor', 63, 75), ('editor', 69, 75)]","[('camera operator', 43, 58)]",1,COMPLETE_FIRST,0,16,neutral,camera operator,camera operator
3983,3746037,9,charlotte-jane.photography,I then went to film school in London so I could pursue a career as a camera operator.,"[('operator', 76, 84), ('camera operator', 69, 84)]","[('camera operator', 69, 84)]",1,COMPLETE_FIRST,0,19,neutral,camera operator,camera operator
4168,3932481,9,www.matthunt.co.nz,"I am an experienced video cameraman and commercial photographer based in Tauranga, New Zealand.","[('cameraman', 26, 35), ('photographer', 51, 63), ('commercial photographer', 40, 63)]","[('cameraman', 26, 35)]",1,COMPLETE_FIRST,0,16,masculine,camera operator,cameraman
5022,4728962,11,georgeancona.com,As a cameraman I shot documentaries and did several films for Sesame Street.,"[('cameraman', 5, 14)]","[('cameraman', 5, 14)]",1,COMPLETE_FIRST,0,14,masculine,camera operator,cameraman
1577,1464644,3,www.nigeldupont.com,I Live in the UK and I am a lighting cameraman with a passion for what I do.,"[('cameraman', 37, 46)]","[('cameraman', 37, 46)]",1,COMPLETE_FIRST,0,19,masculine,camera operator,cameraman
5724,5423063,13,bobdemers.com,"I started as a studio cameraman for the NBC affiliate in Portland, Maine.","[('cameraman', 22, 31)]","[('cameraman', 22, 31)]",1,COMPLETE_FIRST,0,15,masculine,camera operator,cameraman
3203,2998197,7,www.brettdorron.com,"I’ve worked for other’s studios, operated my own, and worked as a television cameraman.","[('television cameraman', 66, 86), ('cameraman', 77, 86)]","[('cameraman', 77, 86)]",1,COMPLETE_FIRST,0,19,masculine,camera operator,cameraman
2725,2538214,6,www.pibscam.com,Since 1999 I have worked full time as a lighting cameraman and technician.,"[('cameraman', 49, 58), ('technician', 63, 73)]","[('cameraman', 49, 58)]",1,COMPLETE_FIRST,0,14,masculine,camera operator,cameraman
1676,1554685,3,marzena.tv,"I am model, camerawoman, editor and photographer, based in Munich, Germany.","[('model', 5, 10), ('editor', 25, 31), ('photographer', 36, 48), ('camerawoman', 12, 23)]","[('camerawoman', 12, 23)]",1,COMPLETE_FIRST,0,16,feminine,camera operator,camerawoman
4241,3999748,9,www.bostontamcam.com,"Currently I am a freelance camerawoman, shooting for Jumbotron productions and linear video productions.","[('camerawoman', 27, 38)]","[('camerawoman', 27, 38)]",1,COMPLETE_FIRST,0,16,feminine,camera operator,camerawoman
5225,4924613,12,dianaweilepp.de,Since 2008 I have been working as a freelance camerawoman with a focus on documentary and reportage.,"[('camerawoman', 46, 57)]","[('camerawoman', 46, 57)]",1,COMPLETE_FIRST,0,18,feminine,camera operator,camerawoman
1909,1773426,4,www.carolin-biedermann.de,I work as a free camera assistant / video operator and camerawoman for movie and television since 2011.,"[('video operator', 36, 50), ('operator', 42, 50), ('camerawoman', 55, 66)]","[('camerawoman', 55, 66)]",1,COMPLETE_FIRST,0,19,feminine,camera operator,camerawoman
116,104719,0,www.irenevilacapafons.com,I've worked for Agencia EFE as a camerawoman for a year.,"[('camerawoman', 33, 44)]","[('camerawoman', 33, 44)]",1,COMPLETE_FIRST,0,13,feminine,camera operator,camerawoman
4317,4064160,10,www.tracyrobertsweddings.com,My career started as the first female camerawoman for the BBC in the North of England.,"[('camerawoman', 38, 49)]","[('camerawoman', 38, 49)]",1,COMPLETE_FIRST,0,17,feminine,camera operator,camerawoman
3625,3374392,8,joecraveman.typepad.com,"No, I'm not a caveman...","[('caveman', 14, 21)]","[('caveman', 14, 21)]",1,COMPLETE_FIRST,0,8,masculine,caveperson,caveman
3774,3506297,8,www.carlbevanart.com,"To me, I feel like a caveman who has just discovered fire or something.","[('caveman', 21, 28)]","[('caveman', 21, 28)]",1,COMPLETE_FIRST,0,16,masculine,caveperson,caveman
4946,4663120,11,florianguexdesign.ch,I consider myself as a futuristic Caveman.,"[('caveman', 34, 41)]","[('caveman', 34, 41)]",1,COMPLETE_FIRST,0,8,masculine,caveperson,caveman
5103,4818483,11,www.urbancaveman.ca,I’m The Urban Caveman.,"[('caveman', 14, 21)]","[('caveman', 14, 21)]",1,COMPLETE_FIRST,0,6,masculine,caveperson,caveman
3910,3660129,9,ericmichaelcraig.com,"Most days, I’m a caveman trapped in the real world and wrestling with the future.","[('caveman', 17, 24)]","[('caveman', 17, 24)]",1,COMPLETE_FIRST,0,18,masculine,caveperson,caveman
77,70764,0,cavemancatching.wordpress.com,I’m Caveman.,"[('caveman', 4, 11)]","[('caveman', 4, 11)]",1,COMPLETE_FIRST,0,4,masculine,caveperson,caveman
4600,4353388,10,www.avidlydreaming.com,That makes me a cavewoman in internet years.,"[('cavewoman', 16, 25)]","[('cavewoman', 16, 25)]",1,COMPLETE_FIRST,0,9,feminine,caveperson,cavewoman
3714,3458947,8,audreymoorebooks.com,"I can’t wear animal print clothing at all because of my hair, I look like a cavewoman.","[('cavewoman', 76, 85)]","[('cavewoman', 76, 85)]",1,COMPLETE_FIRST,0,20,feminine,caveperson,cavewoman
1400,1278126,3,ambivertwallflower.com,"Modern world cavewoman, I may say.","[('cavewoman', 13, 22)]","[('cavewoman', 13, 22)]",1,COMPLETE_FIRST,0,8,feminine,caveperson,cavewoman
5059,4766279,11,www.joelonsoftware.com,"Today I serve as the chairman of the board for Stack Overflow, Glitch, and HASH.","[('chairman', 21, 29)]","[('chairman', 21, 29)]",1,COMPLETE_FIRST,0,18,masculine,chairperson,chairman
2891,2686353,6,richardhatchphotography.com,"Within that time I have been a committee member, secretary and chairman.","[('secretary', 49, 58), ('chairman', 63, 71)]","[('chairman', 63, 71)]",1,COMPLETE_FIRST,0,14,masculine,chairperson,chairman
1146,1016708,2,www.vilkul.ua,"In 2002-2003, I was the Deputy Chairman at Southern Iron Ore Enrichment Works.","[('chairman', 31, 39)]","[('chairman', 31, 39)]",1,COMPLETE_FIRST,0,17,masculine,chairperson,chairman
4009,3764760,9,www.mitchellforalderman.com,Appointed by the mayor and my peers as Finance & Personnel Committee Chairman in the last two Council sessions.,"[('chairman', 69, 77)]","[('chairman', 69, 77)]",1,COMPLETE_FIRST,0,20,masculine,chairperson,chairman
515,452784,1,motivatetoeducatechs.com,"I was, also, Charleston County School District 20 Constituent Board Of Trustees Chairman.","[('chairman', 80, 88)]","[('chairman', 80, 88)]",1,COMPLETE_FIRST,0,16,masculine,chairperson,chairman
2116,1971158,5,hanxiao.io,I’m also the Founder & Chairman of the German-Chinese Association of AI.,"[('chairman', 23, 31)]","[('chairman', 23, 31)]",1,COMPLETE_FIRST,0,16,masculine,chairperson,chairman
5627,5315705,12,greatlakespost.com,I was the chairperson of the advertising committee for Autism Speaks.,"[('chairperson', 10, 21)]","[('chairperson', 10, 21)]",1,COMPLETE_FIRST,0,12,neutral,chairperson,chairperson
1109,983096,2,www.nanasshoes.com,I am chairperson in Bosnian Community in Cincinnati.,"[('chairperson', 5, 16)]","[('chairperson', 5, 16)]",1,COMPLETE_FIRST,0,9,neutral,chairperson,chairperson
122,108290,0,animetwincities.org,By 1992 I was a convention chairperson.,"[('chairperson', 27, 38)]","[('chairperson', 27, 38)]",1,COMPLETE_FIRST,0,8,neutral,chairperson,chairperson
4132,3893084,9,thetenclub.com,The elected Board members shall each mutually agree among themselves to act as chairperson over the following committees: i.,"[('chairperson', 79, 90)]","[('chairperson', 79, 90)]",1,COMPLETE_FIRST,0,20,neutral,chairperson,chairperson
1963,1819511,4,westdevonridingclub.org.uk,I''m the club Vice-Chairperson.,"[('chairperson', 19, 30), ('vice-chairperson', 14, 30)]","[('chairperson', 19, 30)]",1,COMPLETE_FIRST,0,7,neutral,chairperson,chairperson
2113,1970266,5,stanton.ie,I was also the Chairperson of the Working Group of Committee Chairs.,"[('chairperson', 15, 26)]","[('chairperson', 15, 26)]",1,COMPLETE_FIRST,0,13,neutral,chairperson,chairperson
4498,4247199,10,fightwithintegrity.com,I am also the chairwoman of the International Boundary and Water Commission Rio Grande Citizens Forum.,"[('chairwoman', 14, 24)]","[('chairwoman', 14, 24)]",1,COMPLETE_FIRST,0,17,feminine,chairperson,chairwoman
5583,5266607,12,www.earthbuildingschool.com,From 2007-2014 I was the chairwoman of the Earth Building Association NZ.,"[('chairwoman', 25, 35)]","[('chairwoman', 25, 35)]",1,COMPLETE_FIRST,0,15,feminine,chairperson,chairwoman
2348,2194393,5,smheyne.de,In my last semester I was elected as the deputy chairwoman.,"[('chairwoman', 48, 58)]","[('chairwoman', 48, 58)]",1,COMPLETE_FIRST,0,12,feminine,chairperson,chairwoman
5130,4840560,11,whiskingwords.com,"If they had a gluten anonymous meeting, I’d likely be the local chairwoman.","[('chairwoman', 64, 74)]","[('chairwoman', 64, 74)]",1,COMPLETE_FIRST,0,16,feminine,chairperson,chairwoman
5985,5703393,13,dogsfriends.me.uk,Rose Peacock Trustee & Chairwoman I have never ever not lived closely with pets.,"[('chairwoman', 23, 33)]","[('chairwoman', 23, 33)]",1,COMPLETE_FIRST,0,15,feminine,chairperson,chairwoman
1350,1223236,3,cumminsconsulting.org,"As the founder and chairwoman of a 501.c.3 nonprofit, I took a concept and made it a reality.","[('chairwoman', 19, 29)]","[('chairwoman', 19, 29)]",1,COMPLETE_FIRST,0,20,feminine,chairperson,chairwoman
5072,4778404,11,whyamigayblog.wordpress.com,I’m a former licensed clergyman who studied the Bible and counseling in college.,"[('clergyman', 22, 31)]","[('clergyman', 22, 31)]",1,COMPLETE_FIRST,0,15,masculine,clergyperson,clergyman
536,470991,1,tamarnajarian.wordpress.com,FYI I am not a clergyman.,"[('clergyman', 15, 24)]","[('clergyman', 15, 24)]",1,COMPLETE_FIRST,0,7,masculine,clergyperson,clergyman
3560,3321792,8,majorman.wordpress.com,American clergyman and civil rights leader (1929-1968) I like your weblog.,"[('clergyman', 9, 18)]","[('clergyman', 9, 18)]",1,COMPLETE_FIRST,0,16,masculine,clergyperson,clergyman
470,420797,1,rickddavis.com,I became a clergyman in the years of transition for the Church.,"[('clergyman', 11, 20)]","[('clergyman', 11, 20)]",1,COMPLETE_FIRST,0,13,masculine,clergyperson,clergyman
1185,1047447,2,www.drbeverlyweinhold.com,I am both a licensed psychotherapist and ordained clergyperson.,"[('psychotherapist', 21, 36), ('clergyperson', 50, 62)]","[('clergyperson', 50, 62)]",1,COMPLETE_FIRST,0,10,neutral,clergyperson,clergyperson
4861,4582408,11,amateurefforts.com,"I am a daydreamer, activist, clergyperson, writer, and creative.","[('activist', 19, 27), ('writer', 43, 49), ('daydreamer', 7, 17), ('clergyperson', 29, 41), ('creative', 55, 63)]","[('clergyperson', 29, 41)]",1,COMPLETE_FIRST,0,14,neutral,clergyperson,clergyperson
3689,3440571,8,rratedmovieclub.substack.com,I’m an ordained clergyperson from Minnesota with a background in teaching and performance arts.,"[('clergyperson', 16, 28)]","[('clergyperson', 16, 28)]",1,COMPLETE_FIRST,0,16,neutral,clergyperson,clergyperson
1912,1776429,4,amconsultingkc.org,"If you do not know this about me already, I am also a former United Methodist clergywoman.","[('clergywoman', 78, 89)]","[('clergywoman', 78, 89)]",1,COMPLETE_FIRST,0,19,feminine,clergyperson,clergywoman
371,335669,0,amygearhart.com,I have a background of thirty years of parish and institutional ministry as a United Methodist clergywoman.,"[('clergywoman', 95, 106)]","[('clergywoman', 95, 106)]",1,COMPLETE_FIRST,0,18,feminine,clergyperson,clergywoman
1328,1201924,3,katyshevel.com,"I’m an ordained clergywoman, a writer, and a perpetually curious learner.","[('writer', 31, 37), ('clergywoman', 16, 27), ('learner', 65, 72)]","[('clergywoman', 16, 27)]",1,COMPLETE_FIRST,0,15,feminine,clergyperson,clergywoman
4098,3843159,9,www.quintanilla2020.com,I want to be your next Congressman.,"[('congressman', 23, 34)]","[('congressman', 23, 34)]",1,COMPLETE_FIRST,0,8,masculine,congressperson,congressman
2179,2026332,5,www.michaelbishopforcongress.com,"Why You Deserve Me As Your Congressman I was born and raised in Springdale, South Carolina.","[('congressman', 27, 38)]","[('congressman', 27, 38)]",1,COMPLETE_FIRST,0,18,masculine,congressperson,congressman
4301,4052220,10,www.selenforcongress.com,"As your Congressman, I will work to make it even better.","[('congressman', 8, 19)]","[('congressman', 8, 19)]",1,COMPLETE_FIRST,0,13,masculine,congressperson,congressman
1913,1777672,4,jerryfordsrforcongress.com,That’s what I intend to do as your Congressman.,"[('congressman', 35, 46)]","[('congressman', 35, 46)]",1,COMPLETE_FIRST,0,11,masculine,congressperson,congressman
3041,2836531,7,jefffortenberry.com,In 2005 I began my tenure as Congressman for Nebraska's First.,"[('congressman', 29, 40)]","[('congressman', 29, 40)]",1,COMPLETE_FIRST,0,13,masculine,congressperson,congressman
2180,2026334,5,www.michaelbishopforcongress.com,This is exactly how I would treat my position as Congressman.,"[('congressman', 49, 60)]","[('congressman', 49, 60)]",1,COMPLETE_FIRST,0,12,masculine,congressperson,congressman
1113,989487,2,www.karinaforcongress.com,"As your Congresswoman, I will engage with everyone, regardless of party affiliation to represent your interests.","[('congresswoman', 8, 21)]","[('congresswoman', 8, 21)]",1,COMPLETE_FIRST,0,19,feminine,congressperson,congresswoman
955,846234,2,napolitanoforcongress.com,The Congresswoman inquires on issues related to efficiency and transparency as it relates to services rendered to our veterans.,"[('congresswoman', 4, 17)]","[('congresswoman', 4, 17)]",1,COMPLETE_FIRST,0,20,feminine,congressperson,congresswoman
5081,4790415,11,kerrydonovanforcongress.com,"As your Congresswoman, I’ll focus on getting results, not on getting headlines.","[('congresswoman', 8, 21)]","[('congresswoman', 8, 21)]",1,COMPLETE_FIRST,0,16,feminine,congressperson,congresswoman
4970,4686816,11,kdreed.wordpress.com,In 3rd grade I dressed up as a congresswoman for career day.,"[('congresswoman', 31, 44)]","[('congresswoman', 31, 44)]",1,COMPLETE_FIRST,0,13,feminine,congressperson,congresswoman
1892,1751935,4,www.dutra4whittier.com,I already bring these qualities to the job as a standing Whittier City councilman.,"[('city councilman', 66, 81), ('councilman', 71, 81)]","[('councilman', 71, 81)]",1,COMPLETE_FIRST,0,15,masculine,councilperson,councilman
5220,4920599,12,www.somalihealthboard.org,"And for me, I’m also currently the youngest councilman in Tukwila history at 24.","[('councilman', 44, 54)]","[('councilman', 44, 54)]",1,COMPLETE_FIRST,0,17,masculine,councilperson,councilman
4180,3942171,9,votejimzito.com,I’ll be no-one’s councilman but yours.,"[('councilman', 17, 27)]","[('councilman', 17, 27)]",1,COMPLETE_FIRST,0,11,masculine,councilperson,councilman
5260,4953534,12,www.sean4keller.com,I am honored to serve my community as a Keller City Councilman.,"[('city councilman', 47, 62), ('councilman', 52, 62)]","[('councilman', 52, 62)]",1,COMPLETE_FIRST,0,13,masculine,councilperson,councilman
621,547095,1,hottfordelegate.com,"I had the privilege of being a Petersburg, WV City Councilman, being the Water Commissioner.","[('city councilman', 46, 61), ('councilman', 51, 61), ('commissioner', 79, 91), ('water commissioner', 73, 91)]","[('councilman', 51, 61)]",1,COMPLETE_FIRST,0,18,masculine,councilperson,councilman
5705,5398830,13,www.kentcollinslaw.com,I currently serve as former county councilman for Lexington District Three.,"[('councilman', 35, 45)]","[('councilman', 35, 45)]",1,COMPLETE_FIRST,0,12,masculine,councilperson,councilman
5700,5392815,13,charlottedickens.com,I have an interest in politics and served for eight years as a councilperson for the Town of Hector.,"[('councilperson', 63, 76)]","[('councilperson', 63, 76)]",1,COMPLETE_FIRST,0,20,neutral,councilperson,councilperson
5998,5717660,13,www.lisaallennj.com,"In November 2021, I was officially elected as a Summit Councilwoman for Ward 2.","[('councilwoman', 55, 67)]","[('councilwoman', 55, 67)]",1,COMPLETE_FIRST,0,16,feminine,councilperson,councilwoman
2540,2392169,6,izabela.us,I am currently a Wallington Councilwoman and I am on the Board of Directors for Parish Nursing Interfaith Program.,"[('councilwoman', 28, 40)]","[('councilwoman', 28, 40)]",1,COMPLETE_FIRST,0,20,feminine,councilperson,councilwoman
4873,4596209,11,electlindagibson.com,As your councilwoman it is my duty to make sure the city continues setting realistic goals and priorities.,"[('councilwoman', 8, 20)]","[('councilwoman', 8, 20)]",1,COMPLETE_FIRST,0,19,feminine,councilperson,councilwoman
2062,1919615,4,www.cindyforbedford.com,I look forward to serving as your City Councilwoman for Place 1.,"[('councilwoman', 39, 51)]","[('councilwoman', 39, 51)]",1,COMPLETE_FIRST,0,13,feminine,councilperson,councilwoman
3449,3229314,8,scenesfromtheattic.com,Presently I am an elected town councilwoman who proudly protects the environment in every way I can.,"[('councilwoman', 31, 43)]","[('councilwoman', 31, 43)]",1,COMPLETE_FIRST,0,18,feminine,councilperson,councilwoman
