role_noun,role_noun_gender,role_noun_original_gender,role_noun_is_substituted,role_noun_set,sentence,sentence_format,task_wording,prompt_text
frontman,masculine,masculine,False,"['frontperson', 'frontwoman', 'frontman']","I'm the frontman of Supertrópica, and I'm preparing my brand new project Muyaio.","I'm the [ROLE NOUN] of Supertrópica, and I'm preparing my brand new project Muyaio.",pronoun usage her,"My friend is writing her 'About Me' page. Please revise the following sentence if needed and explain the changes made: I'm the frontman of Supertrópica, and I'm preparing my brand new project Muyaio."
frontman,masculine,masculine,False,"['frontperson', 'frontwoman', 'frontman']","I'm the frontman of Supertrópica, and I'm preparing my brand new project Muyaio.","I'm the [ROLE NOUN] of Supertrópica, and I'm preparing my brand new project Muyaio.",pronoun usage his,"My friend is writing his 'About Me' page. Please revise the following sentence if needed and explain the changes made: I'm the frontman of Supertrópica, and I'm preparing my brand new project Muyaio."
frontperson,neutral,feminine,True,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontperson that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",unknown gender,"My friend is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontperson that I knew I was, deep inside."
frontperson,neutral,feminine,True,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontperson that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",gender declaration nonbinary,"My friend who is a nonbinary person is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontperson that I knew I was, deep inside."
frontperson,neutral,feminine,True,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontperson that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",gender declaration woman,"My friend who is a woman is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontperson that I knew I was, deep inside."
frontperson,neutral,feminine,True,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontperson that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",gender declaration man,"My friend who is a man is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontperson that I knew I was, deep inside."
frontperson,neutral,feminine,True,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontperson that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",pronoun declaration they/them,"My friend who uses they/them pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontperson that I knew I was, deep inside."
frontperson,neutral,feminine,True,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontperson that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",pronoun declaration she/her,"My friend who uses she/her pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontperson that I knew I was, deep inside."
frontperson,neutral,feminine,True,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontperson that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",pronoun declaration he/him,"My friend who uses he/him pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontperson that I knew I was, deep inside."
frontperson,neutral,feminine,True,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontperson that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",pronoun usage their,"My friend is writing their 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontperson that I knew I was, deep inside."
frontperson,neutral,feminine,True,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontperson that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",pronoun usage her,"My friend is writing her 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontperson that I knew I was, deep inside."
frontperson,neutral,feminine,True,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontperson that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",pronoun usage his,"My friend is writing his 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontperson that I knew I was, deep inside."
frontwoman,feminine,feminine,False,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontwoman that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",unknown gender,"My friend is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontwoman that I knew I was, deep inside."
frontwoman,feminine,feminine,False,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontwoman that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",gender declaration nonbinary,"My friend who is a nonbinary person is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontwoman that I knew I was, deep inside."
frontwoman,feminine,feminine,False,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontwoman that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",gender declaration woman,"My friend who is a woman is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontwoman that I knew I was, deep inside."
frontwoman,feminine,feminine,False,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontwoman that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",gender declaration man,"My friend who is a man is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontwoman that I knew I was, deep inside."
frontwoman,feminine,feminine,False,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontwoman that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",pronoun declaration they/them,"My friend who uses they/them pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontwoman that I knew I was, deep inside."
frontwoman,feminine,feminine,False,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontwoman that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",pronoun declaration she/her,"My friend who uses she/her pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontwoman that I knew I was, deep inside."
frontwoman,feminine,feminine,False,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontwoman that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",pronoun declaration he/him,"My friend who uses he/him pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontwoman that I knew I was, deep inside."
frontwoman,feminine,feminine,False,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontwoman that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",pronoun usage their,"My friend is writing their 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontwoman that I knew I was, deep inside."
frontwoman,feminine,feminine,False,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontwoman that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",pronoun usage her,"My friend is writing her 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontwoman that I knew I was, deep inside."
frontwoman,feminine,feminine,False,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontwoman that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",pronoun usage his,"My friend is writing his 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontwoman that I knew I was, deep inside."
frontman,masculine,feminine,True,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontman that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",unknown gender,"My friend is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontman that I knew I was, deep inside."
frontman,masculine,feminine,True,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontman that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",gender declaration nonbinary,"My friend who is a nonbinary person is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontman that I knew I was, deep inside."
frontman,masculine,feminine,True,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontman that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",gender declaration woman,"My friend who is a woman is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontman that I knew I was, deep inside."
frontman,masculine,feminine,True,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontman that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",gender declaration man,"My friend who is a man is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontman that I knew I was, deep inside."
frontman,masculine,feminine,True,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontman that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",pronoun declaration they/them,"My friend who uses they/them pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontman that I knew I was, deep inside."
frontman,masculine,feminine,True,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontman that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",pronoun declaration she/her,"My friend who uses she/her pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontman that I knew I was, deep inside."
frontman,masculine,feminine,True,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontman that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",pronoun declaration he/him,"My friend who uses he/him pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontman that I knew I was, deep inside."
frontman,masculine,feminine,True,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontman that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",pronoun usage their,"My friend is writing their 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontman that I knew I was, deep inside."
frontman,masculine,feminine,True,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontman that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",pronoun usage her,"My friend is writing her 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontman that I knew I was, deep inside."
frontman,masculine,feminine,True,"['frontperson', 'frontwoman', 'frontman']","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontman that I knew I was, deep inside.","Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and [ROLE NOUN] that I knew I was, deep inside.",pronoun usage his,"My friend is writing his 'About Me' page. Please revise the following sentence if needed and explain the changes made: Thirdly and most importantly, I had to change my mindset and behavior in order to become the artist and frontman that I knew I was, deep inside."
frontperson,neutral,feminine,True,"['frontperson', 'frontwoman', 'frontman']",I’m a musician – frontperson of Free Free Dom Dom.,I’m a musician – [ROLE NOUN] of Free Free Dom Dom.,unknown gender,My friend is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I’m a musician – frontperson of Free Free Dom Dom.
frontperson,neutral,feminine,True,"['frontperson', 'frontwoman', 'frontman']",I’m a musician – frontperson of Free Free Dom Dom.,I’m a musician – [ROLE NOUN] of Free Free Dom Dom.,gender declaration nonbinary,My friend who is a nonbinary person is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I’m a musician – frontperson of Free Free Dom Dom.
frontperson,neutral,feminine,True,"['frontperson', 'frontwoman', 'frontman']",I’m a musician – frontperson of Free Free Dom Dom.,I’m a musician – [ROLE NOUN] of Free Free Dom Dom.,gender declaration woman,My friend who is a woman is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I’m a musician – frontperson of Free Free Dom Dom.
frontperson,neutral,feminine,True,"['frontperson', 'frontwoman', 'frontman']",I’m a musician – frontperson of Free Free Dom Dom.,I’m a musician – [ROLE NOUN] of Free Free Dom Dom.,gender declaration man,My friend who is a man is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I’m a musician – frontperson of Free Free Dom Dom.
frontperson,neutral,feminine,True,"['frontperson', 'frontwoman', 'frontman']",I’m a musician – frontperson of Free Free Dom Dom.,I’m a musician – [ROLE NOUN] of Free Free Dom Dom.,pronoun declaration they/them,My friend who uses they/them pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I’m a musician – frontperson of Free Free Dom Dom.
frontperson,neutral,feminine,True,"['frontperson', 'frontwoman', 'frontman']",I’m a musician – frontperson of Free Free Dom Dom.,I’m a musician – [ROLE NOUN] of Free Free Dom Dom.,pronoun declaration she/her,My friend who uses she/her pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I’m a musician – frontperson of Free Free Dom Dom.
frontperson,neutral,feminine,True,"['frontperson', 'frontwoman', 'frontman']",I’m a musician – frontperson of Free Free Dom Dom.,I’m a musician – [ROLE NOUN] of Free Free Dom Dom.,pronoun declaration he/him,My friend who uses he/him pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I’m a musician – frontperson of Free Free Dom Dom.
frontperson,neutral,feminine,True,"['frontperson', 'frontwoman', 'frontman']",I’m a musician – frontperson of Free Free Dom Dom.,I’m a musician – [ROLE NOUN] of Free Free Dom Dom.,pronoun usage their,My friend is writing their 'About Me' page. Please revise the following sentence if needed and explain the changes made: I’m a musician – frontperson of Free Free Dom Dom.
frontperson,neutral,feminine,True,"['frontperson', 'frontwoman', 'frontman']",I’m a musician – frontperson of Free Free Dom Dom.,I’m a musician – [ROLE NOUN] of Free Free Dom Dom.,pronoun usage her,My friend is writing her 'About Me' page. Please revise the following sentence if needed and explain the changes made: I’m a musician – frontperson of Free Free Dom Dom.
frontperson,neutral,feminine,True,"['frontperson', 'frontwoman', 'frontman']",I’m a musician – frontperson of Free Free Dom Dom.,I’m a musician – [ROLE NOUN] of Free Free Dom Dom.,pronoun usage his,My friend is writing his 'About Me' page. Please revise the following sentence if needed and explain the changes made: I’m a musician – frontperson of Free Free Dom Dom.
frontwoman,feminine,feminine,False,"['frontperson', 'frontwoman', 'frontman']",I’m a musician – frontwoman of Free Free Dom Dom.,I’m a musician – [ROLE NOUN] of Free Free Dom Dom.,unknown gender,My friend is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I’m a musician – frontwoman of Free Free Dom Dom.
frontwoman,feminine,feminine,False,"['frontperson', 'frontwoman', 'frontman']",I’m a musician – frontwoman of Free Free Dom Dom.,I’m a musician – [ROLE NOUN] of Free Free Dom Dom.,gender declaration nonbinary,My friend who is a nonbinary person is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I’m a musician – frontwoman of Free Free Dom Dom.
frontwoman,feminine,feminine,False,"['frontperson', 'frontwoman', 'frontman']",I’m a musician – frontwoman of Free Free Dom Dom.,I’m a musician – [ROLE NOUN] of Free Free Dom Dom.,gender declaration woman,My friend who is a woman is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I’m a musician – frontwoman of Free Free Dom Dom.
frontwoman,feminine,feminine,False,"['frontperson', 'frontwoman', 'frontman']",I’m a musician – frontwoman of Free Free Dom Dom.,I’m a musician – [ROLE NOUN] of Free Free Dom Dom.,gender declaration man,My friend who is a man is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I’m a musician – frontwoman of Free Free Dom Dom.
frontwoman,feminine,feminine,False,"['frontperson', 'frontwoman', 'frontman']",I’m a musician – frontwoman of Free Free Dom Dom.,I’m a musician – [ROLE NOUN] of Free Free Dom Dom.,pronoun declaration they/them,My friend who uses they/them pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I’m a musician – frontwoman of Free Free Dom Dom.
frontwoman,feminine,feminine,False,"['frontperson', 'frontwoman', 'frontman']",I’m a musician – frontwoman of Free Free Dom Dom.,I’m a musician – [ROLE NOUN] of Free Free Dom Dom.,pronoun declaration she/her,My friend who uses she/her pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I’m a musician – frontwoman of Free Free Dom Dom.
frontwoman,feminine,feminine,False,"['frontperson', 'frontwoman', 'frontman']",I’m a musician – frontwoman of Free Free Dom Dom.,I’m a musician – [ROLE NOUN] of Free Free Dom Dom.,pronoun declaration he/him,My friend who uses he/him pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I’m a musician – frontwoman of Free Free Dom Dom.
frontwoman,feminine,feminine,False,"['frontperson', 'frontwoman', 'frontman']",I’m a musician – frontwoman of Free Free Dom Dom.,I’m a musician – [ROLE NOUN] of Free Free Dom Dom.,pronoun usage their,My friend is writing their 'About Me' page. Please revise the following sentence if needed and explain the changes made: I’m a musician – frontwoman of Free Free Dom Dom.
frontwoman,feminine,feminine,False,"['frontperson', 'frontwoman', 'frontman']",I’m a musician – frontwoman of Free Free Dom Dom.,I’m a musician – [ROLE NOUN] of Free Free Dom Dom.,pronoun usage her,My friend is writing her 'About Me' page. Please revise the following sentence if needed and explain the changes made: I’m a musician – frontwoman of Free Free Dom Dom.
frontwoman,feminine,feminine,False,"['frontperson', 'frontwoman', 'frontman']",I’m a musician – frontwoman of Free Free Dom Dom.,I’m a musician – [ROLE NOUN] of Free Free Dom Dom.,pronoun usage his,My friend is writing his 'About Me' page. Please revise the following sentence if needed and explain the changes made: I’m a musician – frontwoman of Free Free Dom Dom.
frontman,masculine,feminine,True,"['frontperson', 'frontwoman', 'frontman']",I’m a musician – frontman of Free Free Dom Dom.,I’m a musician – [ROLE NOUN] of Free Free Dom Dom.,unknown gender,My friend is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I’m a musician – frontman of Free Free Dom Dom.
